Year,Category,Nominee,Won?
1990,Documentary (Feature),Waldo Salt: A Screenwriter's Journey,NO
1990,Documentary (Short Subject),Burning Down Tomorrow,NO
1990,Documentary (Short Subject),Chimps: So Like Us,NO
1990,Documentary (Short Subject),Days of Waiting,YES
1990,Documentary (Short Subject),Journey into Life: The World of the Unborn,NO
1990,Documentary (Short Subject),Rose Kennedy: A Life to Remember,NO
1990,Film Editing,Dances With Wolves,YES
1990,Film Editing,Ghost,NO
1990,Film Editing,"The Godfather, Part III",NO
1990,Film Editing,Good Fellas,NO
1990,Film Editing,The Hunt for Red October,NO
1990,Foreign Language Film,Cyrano de Bergerac,NO
1990,Foreign Language Film,Journey of Hope,YES
1990,Foreign Language Film,Ju Dou,NO
1990,Foreign Language Film,The Nasty Girl,NO
1990,Foreign Language Film,Open Doors,NO
1990,Makeup,Cyrano de Bergerac,NO
1990,Makeup,Dick Tracy,YES
1990,Makeup,Edward Scissorhands,NO
1990,Music (Scoring),Avalon,NO
1990,Music (Scoring),Dances With Wolves,YES
1990,Music (Scoring),Ghost,NO
1990,Music (Scoring),Havana,NO
1990,Music (Scoring),Home Alone,NO
1990,Music (Song),Young Guns II,NO
1990,Music (Song),Postcards from the Edge,NO
1990,Music (Song),"The Godfather, Part III",NO
1990,Music (Song),Home Alone,NO
1990,Music (Song),Dick Tracy,YES
1990,Best Picture,Awakenings,NO
1990,Best Picture,Dances With Wolves,YES
1990,Best Picture,Ghost,NO
1990,Best Picture,"The Godfather, Part III",NO
1990,Best Picture,Good Fellas,NO
1990,Short Film (Animated),Creature Comforts,YES
1990,Short Film (Animated),A Grand Day Out,NO
1990,Short Film (Animated),Grasshoppers (Cavallette),NO
1990,Short Film (Live Action),Bronx Cheers,NO
1990,Short Film (Live Action),Dear Rosie,NO
1990,Short Film (Live Action),The Lunch Date,YES
1990,Short Film (Live Action),Senzeni Na? (What Have We Done?),NO
1990,Short Film (Live Action),12:01 PM,NO
1990,Sound,Dances With Wolves,YES
1990,Sound,Days of Thunder,NO
1990,Sound,Dick Tracy,NO
1990,Sound,The Hunt for Red October,NO
1990,Sound,Total Recall,NO
1990,Sound Editing,Flatliners,NO
1990,Sound Editing,The Hunt for Red October,YES
1990,Sound Editing,Total Recall,NO
1990,Visual Effects,Total Recall,YES
1990,Writing,Awakenings,NO
1990,Writing,Dances With Wolves,YES
1990,Writing,Good Fellas,NO
1990,Writing,The Grifters,NO
1990,Writing,Reversal of Fortune,NO
1990,Writing,Alice,NO
1990,Writing,Avalon,NO
1990,Writing,Ghost,YES
1990,Writing,Green Card,NO
1990,Writing,Metropolitan,NO
1989,Actor -- Leading Role,Henry V ,NO
1989,Actor -- Leading Role,Born on the Fourth of July ,NO
1989,Actor -- Leading Role,My Left Foot ,YES
1989,Actor -- Leading Role,Driving Miss Daisy ,NO
1989,Actor -- Leading Role,Dead Poets Society ,NO
1989,Actor -- Supporting Role,Do the Right Thing ,NO
1989,Actor -- Supporting Role,Driving Miss Daisy ,NO
1989,Actor -- Supporting Role,A Dry White Season ,NO
1989,Actor -- Supporting Role,Crimes and Misdemeanors ,NO
1989,Actor -- Supporting Role,Glory ,YES
1989,Actress -- Leading Role,Camille Claudel ,NO
1989,Actress -- Leading Role,Shirley Valentine ,NO
1989,Actress -- Leading Role,Music Box ,NO
1989,Actress -- Leading Role,The Fabulous Baker Boys ,NO
1989,Actress -- Leading Role,Driving Miss Daisy ,YES
1989,Actress -- Supporting Role,My Left Foot ,YES
1989,Actress -- Supporting Role,"Enemies, A Love Story ",NO
1989,Actress -- Supporting Role,"Enemies, A Love Story ",NO
1989,Actress -- Supporting Role,Steel Magnolias ,NO
1989,Actress -- Supporting Role,Parenthood ,NO
1989,Art Direction,The Abyss,NO
1989,Art Direction,The Adventures of Baron Munchausen,NO
1989,Art Direction,Batman,YES
1989,Art Direction,Driving Miss Daisy,NO
1989,Art Direction,Glory,NO
1989,Cinematography,The Abyss,NO
1989,Cinematography,Blaze,NO
1989,Cinematography,Born on the Fourth of July,NO
1989,Cinematography,The Fabulous Baker Boys,NO
1989,Cinematography,Glory,YES
1989,Costume Design,The Adventures of Baron Munchausen,NO
1989,Costume Design,Driving Miss Daisy,NO
1989,Costume Design,Harlem Nights,NO
1989,Costume Design,Henry V,YES
1989,Costume Design,Valmont,NO
1989,Directing,Born on the Fourth of July,YES
1989,Directing,Crimes and Misdemeanors,NO
1989,Directing,Dead Poets Society,NO
1989,Directing,Henry V,NO
1989,Directing,My Left Foot,NO
1989,Documentary (Feature),Adam Clayton Powell,NO
1989,Documentary (Feature),Common Threads: Stories from the Quilt,YES
1989,Documentary (Feature),Crack USA: County under Siege,NO
1989,Documentary (Feature),For All Mankind,NO
1989,Documentary (Feature),Super Chief: The Life and Legacy of Earl Warren,NO
1989,Documentary (Short Subject),"Fine Food, Fine Pastries, Open 6 to 9",NO
1989,Documentary (Short Subject),The Johnstown Flood,YES
1989,Documentary (Short Subject),Yad Vashem: Preserving the Past to Ensure the Future,NO
1989,Film Editing,The Bear,NO
1989,Film Editing,Born on the Fourth of July,YES
1989,Film Editing,Driving Miss Daisy,NO
1989,Film Editing,The Fabulous Baker Boys,NO
1989,Film Editing,Glory,NO
1989,Foreign Language Film,Camille Claudel,NO
1989,Foreign Language Film,Cinema Paradiso,YES
1989,Foreign Language Film,Jesus of Montreal,NO
1989,Foreign Language Film,Waltzing Regitze,NO
1989,Foreign Language Film,What Happened to Santiago,NO
1989,Makeup,The Adventures of Baron Munchausen,NO
1989,Makeup,Dad,NO
1989,Makeup,Driving Miss Daisy,YES
1989,Music (Scoring),Born on the Fourth of July,NO
1989,Music (Scoring),The Fabulous Baker Boys,NO
1989,Music (Scoring),Field of Dreams,NO
1989,Music (Scoring),Indiana Jones and the Last Crusade,NO
1989,Music (Scoring),The Little Mermaid,YES
1989,Music (Song),Chances Are,NO
1989,Music (Song),Shirley Valentine,NO
1989,Music (Song),Parenthood,NO
1989,Music (Song),The Little Mermaid,NO
1989,Music (Song),The Little Mermaid,YES
1989,Best Picture,Born on the Fourth of July,NO
1989,Best Picture,Dead Poets Society,NO
1989,Best Picture,Driving Miss Daisy,YES
1989,Best Picture,Field of Dreams,NO
1989,Best Picture,My Left Foot,NO
1989,Short Film (Animated),Balance,YES
1989,Short Film (Animated),The Cow,NO
1989,Short Film (Animated),The Hill Farm,NO
1989,Short Film (Live Action),Amazon Diary,NO
1989,Short Film (Live Action),The Childeater,NO
1989,Short Film (Live Action),Work Experience,YES
1989,Sound,The Abyss,NO
1989,Sound,Black Rain,NO
1989,Sound,Born on the Fourth of July,NO
1989,Sound,Glory,YES
1989,Sound,Indiana Jones and the Last Crusade,NO
1989,Sound Editing,Black Rain,NO
1989,Sound Editing,Indiana Jones and the Last Crusade,YES
1989,Sound Editing,Lethal Weapon 2,NO
1989,Visual Effects,The Abyss,YES
1989,Visual Effects,The Adventures of Baron Munchausen,NO
1989,Visual Effects,Back to the Future Part II,NO
1989,Writing,Born on the Fourth of July,NO
1989,Writing,Driving Miss Daisy,YES
1989,Writing,"Enemies, A Love Story",NO
1989,Writing,Field of Dreams,NO
1989,Writing,My Left Foot,NO
1989,Writing,Crimes and Misdemeanors,NO
1989,Writing,Dead Poets Society,YES
1989,Writing,Do the Right Thing,NO
1989,Writing,"sex, lies, and videotape",NO
1989,Writing,When Harry Met Sally...,NO
1988,Actor -- Leading Role,Mississippi Burning ,NO
1988,Actor -- Leading Role,Big ,NO
1988,Actor -- Leading Role,Rain Man ,YES
1988,Actor -- Leading Role,Stand and Deliver ,NO
1988,Actor -- Leading Role,Pelle the Conqueror ,NO
1988,Actor -- Supporting Role,Little Dorrit ,NO
1988,Actor -- Supporting Role,A Fish Called Wanda ,YES
1988,Actor -- Supporting Role,Tucker The Man and His Dream ,NO
1988,Actor -- Supporting Role,Running on Empty ,NO
1988,Actor -- Supporting Role,Married to the Mob ,NO
1988,Actress -- Leading Role,Dangerous Liaisons ,NO
1988,Actress -- Leading Role,The Accused ,YES
1988,Actress -- Leading Role,Working Girl ,NO
1988,Actress -- Leading Role,A Cry in the Dark ,NO
1988,Actress -- Leading Role,Gorillas in the Mist ,NO
1988,Actress -- Supporting Role,Working Girl ,NO
1988,Actress -- Supporting Role,The Accidental Tourist ,YES
1988,Actress -- Supporting Role,Mississippi Burning ,NO
1988,Actress -- Supporting Role,Dangerous Liaisons ,NO
1988,Actress -- Supporting Role,Working Girl ,NO
1988,Animated Feature Film,To Richard Williams for the animation direction of Who Framed Roger Rabbit.,YES
1988,Art Direction,Beaches,NO
1988,Art Direction,Dangerous Liaisons,YES
1988,Art Direction,Rain Man,NO
1988,Art Direction,Tucker The Man and His Dream,NO
1988,Art Direction,Who Framed Roger Rabbit,NO
1988,Cinematography,Mississippi Burning,YES
1988,Cinematography,Rain Man,NO
1988,Cinematography,Tequila Sunrise,NO
1988,Cinematography,The Unbearable Lightness of Being,NO
1988,Cinematography,Who Framed Roger Rabbit,NO
1988,Costume Design,Coming to America,NO
1988,Costume Design,Dangerous Liaisons,YES
1988,Costume Design,A Handful of Dust,NO
1988,Costume Design,Sunset,NO
1988,Costume Design,Tucker The Man and His Dream,NO
1988,Directing,A Fish Called Wanda,NO
1988,Directing,The Last Temptation of Christ,NO
1988,Directing,Mississippi Burning,NO
1988,Directing,Rain Man,YES
1988,Directing,Working Girl,NO
1988,Documentary (Feature),The Cry of Reason - Beyers Naud_: An Afrikaner Speaks Out,NO
1988,Documentary (Feature),Hotel Terminus: The Life and Times of Klaus Barbie,YES
1988,Documentary (Feature),Let's Get Lost,NO
1988,Documentary (Feature),Promises to Keep,NO
1988,Documentary (Feature),Who Killed Vincent Chin?,NO
1988,Documentary (Short Subject),The Children's Storefront,NO
1988,Documentary (Short Subject),Family Gathering,NO
1988,Documentary (Short Subject),Gang Cops,NO
1988,Documentary (Short Subject),Portrait of Imogen,NO
1988,Documentary (Short Subject),You Don't Have to Die,YES
1988,Film Editing,Die Hard,NO
1988,Film Editing,Gorillas in the Mist,NO
1988,Film Editing,Mississippi Burning,NO
1988,Film Editing,Rain Man,NO
1988,Film Editing,Who Framed Roger Rabbit,YES
1988,Foreign Language Film,Hanussen,NO
1988,Foreign Language Film,The Music Teacher,NO
1988,Foreign Language Film,Pelle the Conqueror,YES
1988,Foreign Language Film,Salaam Bombay!,NO
1988,Foreign Language Film,Women on the Verge of a Nervous Breakdown,NO
1988,Makeup,Beetlejuice,YES
1988,Makeup,Coming to America,NO
1988,Makeup,Scrooged,NO
1988,Music (Scoring),The Accidental Tourist,NO
1988,Music (Scoring),Dangerous Liaisons,NO
1988,Music (Scoring),Gorillas in the Mist,NO
1988,Music (Scoring),The Milagro Beanfield War,YES
1988,Music (Scoring),Rain Man,NO
1988,Music (Song),Bagdad Cafe,NO
1988,Music (Song),Working Girl,YES
1988,Music (Song),Buster,NO
1988,Best Picture,The Accidental Tourist,NO
1988,Best Picture,Dangerous Liaisons,NO
1988,Best Picture,Mississippi Burning,NO
1988,Best Picture,Rain Man,YES
1988,Best Picture,Working Girl,NO
1988,Short Film (Animated),The Cat Came Back,NO
1988,Short Film (Animated),Technological Threat,NO
1988,Short Film (Animated),Tin Toy,YES
1988,Short Film (Live Action),The Appointments of Dennis Jennings,YES
1988,Short Film (Live Action),Cadillac Dreams,NO
1988,Short Film (Live Action),Gullah Tales,NO
1988,Sound,Bird,YES
1988,Sound,Die Hard,NO
1988,Sound,Gorillas in the Mist,NO
1988,Sound,Mississippi Burning,NO
1988,Sound,Who Framed Roger Rabbit,NO
1988,Sound Editing,Die Hard,NO
1988,Sound Editing,Who Framed Roger Rabbit,YES
1988,Sound Editing,Willow,NO
1988,Visual Effects,Die Hard,NO
1988,Visual Effects,Who Framed Roger Rabbit,YES
1988,Visual Effects,Willow,NO
1988,Writing,The Accidental Tourist,NO
1988,Writing,Dangerous Liaisons,YES
1988,Writing,Gorillas in the Mist,NO
1988,Writing,Little Dorrit,NO
1988,Writing,The Unbearable Lightness of Being,NO
1988,Writing,Big,NO
1988,Writing,Bull Durham,NO
1988,Writing,A Fish Called Wanda,NO
1988,Writing,Rain Man,YES
1988,Writing,Running on Empty,NO
1987,Actor -- Leading Role,Wall Street ,YES
1987,Actor -- Leading Role,Broadcast News ,NO
1987,Actor -- Leading Role,Dark Eyes ,NO
1987,Actor -- Leading Role,Ironweed ,NO
1987,Actor -- Leading Role,"Good Morning, Vietnam ",NO
1987,Actor -- Supporting Role,Broadcast News ,NO
1987,Actor -- Supporting Role,The Untouchables ,YES
1987,Actor -- Supporting Role,Street Smart ,NO
1987,Actor -- Supporting Role,Moonstruck ,NO
1987,Actor -- Supporting Role,Cry Freedom ,NO
1987,Actress -- Leading Role,Moonstruck ,YES
1987,Actress -- Leading Role,Fatal Attraction ,NO
1987,Actress -- Leading Role,Broadcast News ,NO
1987,Actress -- Leading Role,Anna ,NO
1987,Actress -- Leading Role,Ironweed ,NO
1987,Actress -- Supporting Role,Gaby - A True Story ,NO
1987,Actress -- Supporting Role,Fatal Attraction ,NO
1987,Actress -- Supporting Role,Moonstruck ,YES
1987,Actress -- Supporting Role,Throw Momma from the Train ,NO
1987,Actress -- Supporting Role,The Whales of August ,NO
1987,Art Direction,Empire of the Sun,NO
1987,Art Direction,Hope and Glory,NO
1987,Art Direction,The Last Emperor,YES
1987,Art Direction,Radio Days,NO
1987,Art Direction,The Untouchables,NO
1987,Cinematography,Broadcast News,NO
1987,Cinematography,Empire of the Sun,NO
1987,Cinematography,Hope and Glory,NO
1987,Cinematography,The Last Emperor,YES
1987,Cinematography,Matewan,NO
1987,Costume Design,The Dead,NO
1987,Costume Design,Empire of the Sun,NO
1987,Costume Design,The Last Emperor,YES
1987,Costume Design,Maurice,NO
1987,Costume Design,The Untouchables,NO
1987,Directing,Fatal Attraction,NO
1987,Directing,Hope and Glory,NO
1987,Directing,The Last Emperor,YES
1987,Directing,Moonstruck,NO
1987,Directing,My Life as a Dog,NO
1987,Documentary (Feature),Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,NO
1987,Documentary (Feature),Hellfire: A Journey from Hiroshima,NO
1987,Documentary (Feature),Radio Bikini,NO
1987,Documentary (Feature),A Stitch for Time,NO
1987,Documentary (Feature),The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,YES
1987,Documentary (Short Subject),Frances Steloff: Memoirs of a Bookseller,NO
1987,Documentary (Short Subject),In the Wee Wee Hours...,NO
1987,Documentary (Short Subject),Language Says It All,NO
1987,Documentary (Short Subject),Silver into Gold,NO
1987,Documentary (Short Subject),Young at Heart,YES
1987,Film Editing,Broadcast News,NO
1987,Film Editing,Empire of the Sun,NO
1987,Film Editing,Fatal Attraction,NO
1987,Film Editing,The Last Emperor,YES
1987,Film Editing,RoboCop,NO
1987,Foreign Language Film,"Au Revoir Les Enfants (Goodbye, Children)",NO
1987,Foreign Language Film,Babette's Feast,YES
1987,Foreign Language Film,Course Completed,NO
1987,Foreign Language Film,The Family,NO
1987,Foreign Language Film,Pathfinder,NO
1987,Makeup,Happy New Year,NO
1987,Makeup,Harry and the Hendersons,YES
1987,Music (Scoring),Cry Freedom,NO
1987,Music (Scoring),Empire of the Sun,NO
1987,Music (Scoring),The Last Emperor,YES
1987,Music (Scoring),The Untouchables,NO
1987,Music (Scoring),The Witches of Eastwick,NO
1987,Music (Song),Cry Freedom,NO
1987,Music (Song),Dirty Dancing,YES
1987,Music (Song),Mannequin,NO
1987,Music (Song),Beverly Hills Cop II,NO
1987,Music (Song),The Princess Bride,NO
1987,Best Picture,Broadcast News,NO
1987,Best Picture,Fatal Attraction,NO
1987,Best Picture,Hope and Glory,NO
1987,Best Picture,The Last Emperor,YES
1987,Best Picture,Moonstruck,NO
1987,Short Film (Animated),George and Rosemary,NO
1987,Short Film (Animated),The Man Who Planted Trees,YES
1987,Short Film (Animated),Your Face,NO
1987,Short Film (Live Action),Making Waves,NO
1987,Short Film (Live Action),Ray's Male Heterosexual Dance Hall,YES
1987,Short Film (Live Action),Shoeshine,NO
1987,Sound,Empire of the Sun,NO
1987,Sound,The Last Emperor,YES
1987,Sound,Lethal Weapon,NO
1987,Sound,RoboCop,NO
1987,Sound,The Witches of Eastwick,NO
1987,Sound Editing,RoboCop,YES
1987,Visual Effects,Innerspace,YES
1987,Visual Effects,Predator,NO
1987,Writing,The Dead,NO
1987,Writing,Fatal Attraction,NO
1987,Writing,Full Metal Jacket,NO
1987,Writing,The Last Emperor,YES
1987,Writing,My Life as a Dog,NO
1987,Writing,"Au Revoir Les Enfants (Goodbye, Children)",NO
1987,Writing,Broadcast News,NO
1987,Writing,Hope and Glory,NO
1987,Writing,Moonstruck,YES
1987,Writing,Radio Days,NO
1986,Actor -- Leading Role,'Round Midnight ,NO
1986,Actor -- Leading Role,Mona Lisa ,NO
1986,Actor -- Leading Role,Children of a Lesser God ,NO
1986,Actor -- Leading Role,The Color of Money ,YES
1986,Actor -- Leading Role,Salvador ,NO
1986,Actor -- Supporting Role,Platoon ,NO
1986,Actor -- Supporting Role,Hannah and Her Sisters ,YES
1986,Actor -- Supporting Role,Platoon ,NO
1986,Actor -- Supporting Role,A Room with a View ,NO
1986,Actor -- Supporting Role,Hoosiers ,NO
1986,Actress -- Leading Role,The Morning After ,NO
1986,Actress -- Leading Role,Children of a Lesser God ,YES
1986,Actress -- Leading Role,Crimes of the Heart ,NO
1986,Actress -- Leading Role,Peggy Sue Got Married ,NO
1986,Actress -- Leading Role,Aliens ,NO
1986,Actress -- Supporting Role,Crimes of the Heart ,NO
1986,Actress -- Supporting Role,Children of a Lesser God ,NO
1986,Actress -- Supporting Role,The Color of Money ,NO
1986,Actress -- Supporting Role,A Room with a View ,NO
1986,Actress -- Supporting Role,Hannah and Her Sisters ,YES
1986,Art Direction,Aliens,NO
1986,Art Direction,The Color of Money,NO
1986,Art Direction,Hannah and Her Sisters,NO
1986,Art Direction,The Mission,NO
1986,Art Direction,A Room with a View,YES
1986,Cinematography,The Mission,YES
1986,Cinematography,Peggy Sue Got Married,NO
1986,Cinematography,Platoon,NO
1986,Cinematography,A Room with a View,NO
1986,Cinematography,Star Trek IV: The Voyage Home,NO
1986,Costume Design,The Mission,NO
1986,Costume Design,Otello,NO
1986,Costume Design,Peggy Sue Got Married,NO
1986,Costume Design,Pirates,NO
1986,Costume Design,A Room with a View,YES
1986,Directing,Blue Velvet,NO
1986,Directing,Hannah and Her Sisters,NO
1986,Directing,The Mission,NO
1986,Directing,Platoon,YES
1986,Directing,A Room with a View,NO
1986,Documentary (Feature),Artie Shaw: Time Is All You've Got,YES
1986,Documentary (Feature),Chile: Hasta Cuando?,NO
1986,Documentary (Feature),Down and Out in America,YES
1986,Documentary (Feature),Isaac in America: A Journey with Isaac Bashevis Singer,NO
1986,Documentary (Feature),Witness to Apartheid,NO
1986,Documentary (Short Subject),Debonair Dancers,NO
1986,Documentary (Short Subject),The Masters of Disaster,NO
1986,Documentary (Short Subject),Red Grooms: Sunflower in a Hothouse,NO
1986,Documentary (Short Subject),Sam,NO
1986,Documentary (Short Subject),"Women--for America, for the World",YES
1986,Film Editing,Aliens,NO
1986,Film Editing,Hannah and Her Sisters,NO
1986,Film Editing,The Mission,NO
1986,Film Editing,Platoon,YES
1986,Film Editing,Top Gun,NO
1986,Foreign Language Film,The Assault,YES
1986,Foreign Language Film,Betty Blue,NO
1986,Foreign Language Film,The Decline of the American Empire,NO
1986,Foreign Language Film,My Sweet Little Village,NO
1986,Foreign Language Film,'38',NO
1986,Makeup,The Clan of the Cave Bear,NO
1986,Makeup,The Fly,YES
1986,Makeup,Legend,NO
1986,Music (Scoring),Aliens,NO
1986,Music (Scoring),Hoosiers,NO
1986,Music (Scoring),The Mission,NO
1986,Music (Scoring),'Round Midnight,YES
1986,Music (Scoring),Star Trek IV: The Voyage Home,NO
1986,Music (Song),The Karate Kid Part II,NO
1986,Music (Song),That's Life,NO
1986,Music (Song),Little Shop of Horrors,NO
1986,Music (Song),An American Tail,NO
1986,Music (Song),Top Gun,YES
1986,Best Picture,Children of a Lesser God,NO
1986,Best Picture,Hannah and Her Sisters,NO
1986,Best Picture,The Mission,NO
1986,Best Picture,Platoon,YES
1986,Best Picture,A Room with a View,NO
1986,Short Film (Animated),"The Frog, the Dog and the Devil",NO
1986,Short Film (Animated),A Greek Tragedy,YES
1986,Short Film (Animated),Luxo Jr.,NO
1986,Short Film (Live Action),Exit,NO
1986,Short Film (Live Action),Love Struck,NO
1986,Short Film (Live Action),Precious Images,YES
1986,Sound,Aliens,NO
1986,Sound,Heartbreak Ridge,NO
1986,Sound,Platoon,YES
1986,Sound,Star Trek IV: The Voyage Home,NO
1986,Sound,Top Gun,NO
1986,Sound Editing,Aliens,YES
1986,Sound Editing,Star Trek IV: The Voyage Home,NO
1986,Sound Editing,Top Gun,NO
1986,Visual Effects,Aliens,YES
1986,Visual Effects,Little Shop of Horrors,NO
1986,Visual Effects,Poltergeist II: The Other Side,NO
1986,Writing,Children of a Lesser God,NO
1986,Writing,The Color of Money,NO
1986,Writing,Crimes of the Heart,NO
1986,Writing,A Room with a View,YES
1986,Writing,Stand by Me,NO
1986,Writing,'Crocodile' Dundee,NO
1986,Writing,Hannah and Her Sisters,YES
1986,Writing,My Beautiful Laundrette,NO
1986,Writing,Platoon,NO
1986,Writing,Salvador,NO
1985,Actor -- Leading Role,Witness ,NO
1985,Actor -- Leading Role,Murphy's Romance ,NO
1985,Actor -- Leading Role,Kiss of the Spider Woman ,YES
1985,Actor -- Leading Role,Prizzi's Honor ,NO
1985,Actor -- Leading Role,Runaway Train ,NO
1985,Actor -- Supporting Role,Cocoon ,YES
1985,Actor -- Supporting Role,Out of Africa ,NO
1985,Actor -- Supporting Role,Prizzi's Honor ,NO
1985,Actor -- Supporting Role,Jagged Edge ,NO
1985,Actor -- Supporting Role,Runaway Train ,NO
1985,Actress -- Leading Role,Agnes of God ,NO
1985,Actress -- Leading Role,The Color Purple ,NO
1985,Actress -- Leading Role,Sweet Dreams ,NO
1985,Actress -- Leading Role,The Trip to Bountiful ,YES
1985,Actress -- Leading Role,Out of Africa ,NO
1985,Actress -- Supporting Role,The Color Purple ,NO
1985,Actress -- Supporting Role,Prizzi's Honor ,YES
1985,Actress -- Supporting Role,Twice in a Lifetime ,NO
1985,Actress -- Supporting Role,Agnes of God ,NO
1985,Actress -- Supporting Role,The Color Purple ,NO
1985,Art Direction,Brazil,NO
1985,Art Direction,The Color Purple,NO
1985,Art Direction,Out of Africa,YES
1985,Art Direction,Ran,NO
1985,Art Direction,Witness,NO
1985,Cinematography,The Color Purple,NO
1985,Cinematography,Murphy's Romance,NO
1985,Cinematography,Out of Africa,YES
1985,Cinematography,Ran,NO
1985,Cinematography,Witness,NO
1985,Costume Design,The Color Purple,NO
1985,Costume Design,The Journey of Natty Gann,NO
1985,Costume Design,Out of Africa,NO
1985,Costume Design,Prizzi's Honor,NO
1985,Costume Design,Ran,YES
1985,Directing,Kiss of the Spider Woman,NO
1985,Directing,Out of Africa,YES
1985,Directing,Prizzi's Honor,NO
1985,Directing,Ran,NO
1985,Directing,Witness,NO
1985,Documentary (Feature),Broken Rainbow,YES
1985,Documentary (Feature),Las Madres--The Mothers of Plaza de Mayo,NO
1985,Documentary (Feature),Soldiers in Hiding,NO
1985,Documentary (Feature),The Statue of Liberty,NO
1985,Documentary (Feature),Unfinished Business,NO
1985,Documentary (Short Subject),The Courage to Care,NO
1985,Documentary (Short Subject),Keats and His Nightingale: A Blind Date,NO
1985,Documentary (Short Subject),Making Overtures--The Story of a Community Orchestra,NO
1985,Documentary (Short Subject),Witness to War: Dr. Charlie Clements,YES
1985,Documentary (Short Subject),The Wizard of the Strings,NO
1985,Film Editing,A Chorus Line,NO
1985,Film Editing,Out of Africa,NO
1985,Film Editing,Prizzi's Honor,NO
1985,Film Editing,Runaway Train,NO
1985,Film Editing,Witness,YES
1985,Foreign Language Film,Angry Harvest,NO
1985,Foreign Language Film,Colonel Redl,NO
1985,Foreign Language Film,The Official Story,YES
1985,Foreign Language Film,Three Men and a Cradle,NO
1985,Foreign Language Film,When Father Was Away on Business,NO
1985,Makeup,The Color Purple,NO
1985,Makeup,Mask,YES
1985,Makeup,Remo Williams: The Adventure Begins,NO
1985,Music (Scoring),Agnes of God,NO
1985,Music (Scoring),The Color Purple,NO
1985,Music (Scoring),Out of Africa,YES
1985,Music (Scoring),Silverado,NO
1985,Music (Scoring),Witness,NO
1985,Music (Song),The Color Purple,NO
1985,Music (Song),Back to the Future,NO
1985,Music (Song),White Nights,YES
1985,Music (Song),White Nights,NO
1985,Music (Song),A Chorus Line,NO
1985,Best Picture,The Color Purple,NO
1985,Best Picture,Kiss of the Spider Woman,NO
1985,Best Picture,Out of Africa,YES
1985,Best Picture,Prizzi's Honor,NO
1985,Best Picture,Witness,NO
1985,Short Film (Animated),Anna & Bella,YES
1985,Short Film (Animated),The Big Snit,NO
1985,Short Film (Animated),Second Class Mail,NO
1985,Short Film (Live Action),Graffiti,NO
1985,Short Film (Live Action),Molly's Pilgrim,YES
1985,Short Film (Live Action),Rainbow War,NO
1985,Sound,Back to the Future,NO
1985,Sound,A Chorus Line,NO
1985,Sound,Ladyhawke,NO
1985,Sound,Out of Africa,YES
1985,Sound,Silverado,NO
1985,Sound Editing,Back to the Future,YES
1985,Sound Editing,Ladyhawke,NO
1985,Sound Editing,Rambo: First Blood Part II,NO
1985,Visual Effects,Cocoon,YES
1985,Visual Effects,Return to Oz,NO
1985,Visual Effects,Young Sherlock Holmes,NO
1985,Writing,The Color Purple,NO
1985,Writing,Kiss of the Spider Woman,NO
1985,Writing,Out of Africa,YES
1985,Writing,Prizzi's Honor,NO
1985,Writing,The Trip to Bountiful,NO
1985,Writing,Back to the Future,NO
1985,Writing,Brazil,NO
1985,Writing,The Official Story,NO
1985,Writing,The Purple Rose of Cairo,NO
1985,Writing,Witness,YES
1984,Actor -- Leading Role,Amadeus ,YES
1984,Actor -- Leading Role,Starman ,NO
1984,Actor -- Leading Role,Under the Volcano ,NO
1984,Actor -- Leading Role,Amadeus ,NO
1984,Actor -- Leading Role,The Killing Fields ,NO
1984,Actor -- Supporting Role,A Soldier's Story ,NO
1984,Actor -- Supporting Role,Places in the Heart ,NO
1984,Actor -- Supporting Role,The Karate Kid ,NO
1984,Actor -- Supporting Role,The Killing Fields ,YES
1984,Actor -- Supporting Role,"Greystoke: The Legend of Tarzan, Lord of the Apes ",NO
1984,Actress -- Leading Role,A Passage to India ,NO
1984,Actress -- Leading Role,Places in the Heart ,YES
1984,Actress -- Leading Role,Country ,NO
1984,Actress -- Leading Role,The Bostonians ,NO
1984,Actress -- Leading Role,The River ,NO
1984,Actress -- Supporting Role,A Passage to India ,YES
1984,Actress -- Supporting Role,The Natural ,NO
1984,Actress -- Supporting Role,Places in the Heart ,NO
1984,Actress -- Supporting Role,Swing Shift ,NO
1984,Actress -- Supporting Role,The Pope of Greenwich Village ,NO
1984,Art Direction,Amadeus,YES
1984,Art Direction,The Cotton Club,NO
1984,Art Direction,The Natural,NO
1984,Art Direction,A Passage to India,NO
1984,Art Direction,2010,NO
1984,Cinematography,Amadeus,NO
1984,Cinematography,The Killing Fields,YES
1984,Cinematography,The Natural,NO
1984,Cinematography,A Passage to India,NO
1984,Cinematography,The River,NO
1984,Costume Design,Amadeus,YES
1984,Costume Design,The Bostonians,NO
1984,Costume Design,A Passage to India,NO
1984,Costume Design,Places in the Heart,NO
1984,Costume Design,2010,NO
1984,Directing,Amadeus,YES
1984,Directing,Broadway Danny Rose,NO
1984,Directing,The Killing Fields,NO
1984,Directing,A Passage to India,NO
1984,Directing,Places in the Heart,NO
1984,Documentary (Feature),High Schools,NO
1984,Documentary (Feature),In the Name of the People,NO
1984,Documentary (Feature),Marlene,NO
